date,total_cases,sgtf_unknown,total_sgt,sgtf,non_sgtf,source,region,region_code
2020-03-05,45,45,NA,NA,NA,public,England,NA
2020-03-06,69,69,NA,NA,NA,public,England,NA
2020-03-07,55,55,NA,NA,NA,public,England,NA
2020-03-08,50,50,NA,NA,NA,public,England,NA
2020-03-09,123,123,NA,NA,NA,public,England,NA
2020-03-10,222,222,NA,NA,NA,public,England,NA
2020-03-11,342,342,NA,NA,NA,public,England,NA
2020-03-12,407,407,NA,NA,NA,public,England,NA
2020-03-13,378,378,NA,NA,NA,public,England,NA
2020-03-14,310,310,NA,NA,NA,public,England,NA
2020-03-15,383,383,NA,NA,NA,public,England,NA
2020-03-16,534,534,NA,NA,NA,public,England,NA
2020-03-17,665,665,NA,NA,NA,public,England,NA
2020-03-18,888,888,NA,NA,NA,public,England,NA
2020-03-19,897,897,NA,NA,NA,public,England,NA
2020-03-20,1043,1043,NA,NA,NA,public,England,NA
2020-03-21,1000,1000,NA,NA,NA,public,England,NA
2020-03-22,1183,1183,NA,NA,NA,public,England,NA
2020-03-23,1959,1959,NA,NA,NA,public,England,NA
2020-03-24,1979,1979,NA,NA,NA,public,England,NA
2020-03-25,2198,2198,NA,NA,NA,public,England,NA
2020-03-26,2516,2516,NA,NA,NA,public,England,NA
2020-03-27,2522,2522,NA,NA,NA,public,England,NA
2020-03-28,2320,2320,NA,NA,NA,public,England,NA
2020-03-29,2388,2388,NA,NA,NA,public,England,NA
2020-03-30,3416,3416,NA,NA,NA,public,England,NA
2020-03-31,3650,3650,NA,NA,NA,public,England,NA
2020-04-01,3992,3992,NA,NA,NA,public,England,NA
2020-04-02,3914,3914,NA,NA,NA,public,England,NA
2020-04-03,3889,3889,NA,NA,NA,public,England,NA
2020-04-04,3252,3252,NA,NA,NA,public,England,NA
2020-04-05,2994,2994,NA,NA,NA,public,England,NA
2020-04-06,4154,4154,NA,NA,NA,public,England,NA
2020-04-07,4351,4351,NA,NA,NA,public,England,NA
2020-04-08,4094,4094,NA,NA,NA,public,England,NA
2020-04-09,3893,3893,NA,NA,NA,public,England,NA
2020-04-10,3430,3430,NA,NA,NA,public,England,NA
2020-04-11,2908,2908,NA,NA,NA,public,England,NA
2020-04-12,2834,2834,NA,NA,NA,public,England,NA
2020-04-13,3275,3275,NA,NA,NA,public,England,NA
2020-04-14,3359,3359,NA,NA,NA,public,England,NA
2020-04-15,3938,3938,NA,NA,NA,public,England,NA
2020-04-16,4055,4055,NA,NA,NA,public,England,NA
2020-04-17,3820,3820,NA,NA,NA,public,England,NA
2020-04-18,3770,3770,NA,NA,NA,public,England,NA
2020-04-19,3219,3219,NA,NA,NA,public,England,NA
2020-04-20,3451,3451,NA,NA,NA,public,England,NA
2020-04-21,3786,3786,NA,NA,NA,public,England,NA
2020-04-22,4656,4656,NA,NA,NA,public,England,NA
2020-04-23,4423,4423,NA,NA,NA,public,England,NA
2020-04-24,4161,4161,NA,NA,NA,public,England,NA
2020-04-25,3242,3242,NA,NA,NA,public,England,NA
2020-04-26,2992,2992,NA,NA,NA,public,England,NA
2020-04-27,3952,3952,NA,NA,NA,public,England,NA
2020-04-28,3915,3915,NA,NA,NA,public,England,NA
2020-04-29,4624,4624,NA,NA,NA,public,England,NA
2020-04-30,4219,4219,NA,NA,NA,public,England,NA
2020-05-01,4016,4016,NA,NA,NA,public,England,NA
2020-05-02,2673,2673,NA,NA,NA,public,England,NA
2020-05-03,2538,2538,NA,NA,NA,public,England,NA
2020-05-04,2777,2777,NA,NA,NA,public,England,NA
2020-05-05,3062,3062,NA,NA,NA,public,England,NA
2020-05-06,3187,3187,NA,NA,NA,public,England,NA
2020-05-07,3119,3119,NA,NA,NA,public,England,NA
2020-05-08,2570,2570,NA,NA,NA,public,England,NA
2020-05-09,1762,1762,NA,NA,NA,public,England,NA
2020-05-10,1983,1983,NA,NA,NA,public,England,NA
2020-05-11,3020,3020,NA,NA,NA,public,England,NA
2020-05-12,2864,2864,NA,NA,NA,public,England,NA
2020-05-13,2814,2814,NA,NA,NA,public,England,NA
2020-05-14,2166,2166,NA,NA,NA,public,England,NA
2020-05-15,2090,2090,NA,NA,NA,public,England,NA
2020-05-16,1752,1752,NA,NA,NA,public,England,NA
2020-05-17,1568,1568,NA,NA,NA,public,England,NA
2020-05-18,2168,2168,NA,NA,NA,public,England,NA
2020-05-19,2538,2538,NA,NA,NA,public,England,NA
2020-05-20,2314,2314,NA,NA,NA,public,England,NA
2020-05-21,2231,2231,NA,NA,NA,public,England,NA
2020-05-22,1774,1774,NA,NA,NA,public,England,NA
2020-05-23,1288,1288,NA,NA,NA,public,England,NA
2020-05-24,1190,1190,NA,NA,NA,public,England,NA
2020-05-25,1363,1363,NA,NA,NA,public,England,NA
2020-05-26,1428,1428,NA,NA,NA,public,England,NA
2020-05-27,1592,1592,NA,NA,NA,public,England,NA
2020-05-28,1548,1548,NA,NA,NA,public,England,NA
2020-05-29,1353,1353,NA,NA,NA,public,England,NA
2020-05-30,983,983,NA,NA,NA,public,England,NA
2020-05-31,980,980,NA,NA,NA,public,England,NA
2020-06-01,1292,1292,NA,NA,NA,public,England,NA
2020-06-02,1338,1338,NA,NA,NA,public,England,NA
2020-06-03,1214,1214,NA,NA,NA,public,England,NA
2020-06-04,1131,1131,NA,NA,NA,public,England,NA
2020-06-05,1006,1006,NA,NA,NA,public,England,NA
2020-06-06,716,716,NA,NA,NA,public,England,NA
2020-06-07,659,659,NA,NA,NA,public,England,NA
2020-06-08,978,978,NA,NA,NA,public,England,NA
2020-06-09,1044,1044,NA,NA,NA,public,England,NA
2020-06-10,1071,1071,NA,NA,NA,public,England,NA
2020-06-11,903,903,NA,NA,NA,public,England,NA
2020-06-12,935,935,NA,NA,NA,public,England,NA
2020-06-13,781,781,NA,NA,NA,public,England,NA
2020-06-14,741,741,NA,NA,NA,public,England,NA
2020-06-15,926,926,NA,NA,NA,public,England,NA
2020-06-16,979,979,NA,NA,NA,public,England,NA
2020-06-17,894,894,NA,NA,NA,public,England,NA
2020-06-18,927,927,NA,NA,NA,public,England,NA
2020-06-19,811,811,NA,NA,NA,public,England,NA
2020-06-20,622,622,NA,NA,NA,public,England,NA
2020-06-21,544,544,NA,NA,NA,public,England,NA
2020-06-22,807,807,NA,NA,NA,public,England,NA
2020-06-23,718,718,NA,NA,NA,public,England,NA
2020-06-24,718,718,NA,NA,NA,public,England,NA
2020-06-25,631,631,NA,NA,NA,public,England,NA
2020-06-26,631,631,NA,NA,NA,public,England,NA
2020-06-27,501,501,NA,NA,NA,public,England,NA
2020-06-28,407,407,NA,NA,NA,public,England,NA
2020-06-29,656,656,NA,NA,NA,public,England,NA
2020-06-30,569,569,NA,NA,NA,public,England,NA
2020-07-01,606,606,NA,NA,NA,public,England,NA
2020-07-02,548,548,NA,NA,NA,public,England,NA
2020-07-03,529,529,NA,NA,NA,public,England,NA
2020-07-04,381,381,NA,NA,NA,public,England,NA
2020-07-05,535,535,NA,NA,NA,public,England,NA
2020-07-06,642,642,NA,NA,NA,public,England,NA
2020-07-07,552,552,NA,NA,NA,public,England,NA
2020-07-08,658,658,NA,NA,NA,public,England,NA
2020-07-09,673,673,NA,NA,NA,public,England,NA
2020-07-10,510,510,NA,NA,NA,public,England,NA
2020-07-11,408,408,NA,NA,NA,public,England,NA
2020-07-12,350,350,NA,NA,NA,public,England,NA
2020-07-13,667,667,NA,NA,NA,public,England,NA
2020-07-14,637,637,NA,NA,NA,public,England,NA
2020-07-15,714,714,NA,NA,NA,public,England,NA
2020-07-16,631,631,NA,NA,NA,public,England,NA
2020-07-17,537,537,NA,NA,NA,public,England,NA
2020-07-18,465,465,NA,NA,NA,public,England,NA
2020-07-19,407,407,NA,NA,NA,public,England,NA
2020-07-20,744,744,NA,NA,NA,public,England,NA
2020-07-21,677,677,NA,NA,NA,public,England,NA
2020-07-22,733,733,NA,NA,NA,public,England,NA
2020-07-23,715,715,NA,NA,NA,public,England,NA
2020-07-24,700,700,NA,NA,NA,public,England,NA
2020-07-25,489,489,NA,NA,NA,public,England,NA
2020-07-26,507,507,NA,NA,NA,public,England,NA
2020-07-27,799,799,NA,NA,NA,public,England,NA
2020-07-28,771,771,NA,NA,NA,public,England,NA
2020-07-29,967,967,NA,NA,NA,public,England,NA
2020-07-30,847,847,NA,NA,NA,public,England,NA
2020-07-31,621,621,NA,NA,NA,public,England,NA
2020-08-01,490,490,NA,NA,NA,public,England,NA
2020-08-02,507,507,NA,NA,NA,public,England,NA
2020-08-03,930,930,NA,NA,NA,public,England,NA
2020-08-04,911,911,NA,NA,NA,public,England,NA
2020-08-05,931,931,NA,NA,NA,public,England,NA
2020-08-06,962,962,NA,NA,NA,public,England,NA
2020-08-07,860,860,NA,NA,NA,public,England,NA
2020-08-08,634,634,NA,NA,NA,public,England,NA
2020-08-09,552,552,NA,NA,NA,public,England,NA
2020-08-10,1330,1330,NA,NA,NA,public,England,NA
2020-08-11,1195,1195,NA,NA,NA,public,England,NA
2020-08-12,1089,1089,NA,NA,NA,public,England,NA
2020-08-13,1011,1011,NA,NA,NA,public,England,NA
2020-08-14,1029,1029,NA,NA,NA,public,England,NA
2020-08-15,637,637,NA,NA,NA,public,England,NA
2020-08-16,526,526,NA,NA,NA,public,England,NA
2020-08-17,1125,1125,NA,NA,NA,public,England,NA
2020-08-18,909,909,NA,NA,NA,public,England,NA
2020-08-19,1058,1058,NA,NA,NA,public,England,NA
2020-08-20,1195,1195,NA,NA,NA,public,England,NA
2020-08-21,992,992,NA,NA,NA,public,England,NA
2020-08-22,705,705,NA,NA,NA,public,England,NA
2020-08-23,692,692,NA,NA,NA,public,England,NA
2020-08-24,1110,1110,NA,NA,NA,public,England,NA
2020-08-25,1025,1025,NA,NA,NA,public,England,NA
2020-08-26,1121,1121,NA,NA,NA,public,England,NA
2020-08-27,1306,1306,NA,NA,NA,public,England,NA
2020-08-28,1348,1348,NA,NA,NA,public,England,NA
2020-08-29,1024,1024,NA,NA,NA,public,England,NA
2020-08-30,967,967,NA,NA,NA,public,England,NA
2020-08-31,1251,1251,NA,NA,NA,public,England,NA
2020-09-01,1902,1902,NA,NA,NA,public,England,NA
2020-09-02,2590,2590,NA,NA,NA,public,England,NA
2020-09-03,2634,2634,NA,NA,NA,public,England,NA
2020-09-04,2560,2560,NA,NA,NA,public,England,NA
2020-09-05,2166,2166,NA,NA,NA,public,England,NA
2020-09-06,2037,2037,NA,NA,NA,public,England,NA
2020-09-07,3430,3430,NA,NA,NA,public,England,NA
2020-09-08,2970,2970,NA,NA,NA,public,England,NA
2020-09-09,2819,2819,NA,NA,NA,public,England,NA
2020-09-10,3055,3055,NA,NA,NA,public,England,NA
2020-09-11,2749,2749,NA,NA,NA,public,England,NA
2020-09-12,2166,2166,NA,NA,NA,public,England,NA
2020-09-13,1677,1677,NA,NA,NA,public,England,NA
2020-09-14,2815,2815,NA,NA,NA,public,England,NA
2020-09-15,2957,2957,NA,NA,NA,public,England,NA
2020-09-16,3671,3671,NA,NA,NA,public,England,NA
2020-09-17,3845,3845,NA,NA,NA,public,England,NA
2020-09-18,4166,4166,NA,NA,NA,public,England,NA
2020-09-19,4109,4109,NA,NA,NA,public,England,NA
2020-09-20,4574,4574,NA,NA,NA,public,England,NA
2020-09-21,4612,4612,NA,NA,NA,public,England,NA
2020-09-22,5260,5260,NA,NA,NA,public,England,NA
2020-09-23,5783,5783,NA,NA,NA,public,England,NA
2020-09-24,6196,6196,NA,NA,NA,public,England,NA
2020-09-25,5907,5907,NA,NA,NA,public,England,NA
2020-09-26,5562,5562,NA,NA,NA,public,England,NA
2020-09-27,5946,5946,NA,NA,NA,public,England,NA
2020-09-28,8407,8407,NA,NA,NA,public,England,NA
2020-09-29,8607,8607,NA,NA,NA,public,England,NA
2020-09-30,10411,10411,NA,NA,NA,public,England,NA
2020-10-01,11185,11185,NA,NA,NA,public,England,NA
2020-10-02,11478,11478,NA,NA,NA,public,England,NA
2020-10-03,9608,9608,NA,NA,NA,public,England,NA
2020-10-04,9791,9791,NA,NA,NA,public,England,NA
2020-10-05,13913,13913,NA,NA,NA,public,England,NA
2020-10-06,14154,14154,NA,NA,NA,public,England,NA
2020-10-07,15049,15049,NA,NA,NA,public,England,NA
2020-10-08,15136,15136,NA,NA,NA,public,England,NA
2020-10-09,12866,12866,NA,NA,NA,public,England,NA
2020-10-10,10079,10079,NA,NA,NA,public,England,NA
2020-10-11,9592,9592,NA,NA,NA,public,England,NA
2020-10-12,16037,16037,NA,NA,NA,public,England,NA
2020-10-13,15309,15309,NA,NA,NA,public,England,NA
2020-10-14,16247,16247,NA,NA,NA,public,England,NA
2020-10-15,15063,15063,NA,NA,NA,public,England,NA
2020-10-16,14379,14379,NA,NA,NA,public,England,NA
2020-10-17,12258,12258,NA,NA,NA,public,England,NA
2020-10-18,11764,11764,NA,NA,NA,public,England,NA
2020-10-19,21898,21898,NA,NA,NA,public,England,NA
2020-10-20,21132,21132,NA,NA,NA,public,England,NA
2020-10-21,21285,21285,NA,NA,NA,public,England,NA
2020-10-22,19452,19452,NA,NA,NA,public,England,NA
2020-10-23,17931,17931,NA,NA,NA,public,England,NA
2020-10-24,13434,13434,NA,NA,NA,public,England,NA
2020-10-25,13088,13088,NA,NA,NA,public,England,NA
2020-10-26,22581,22581,NA,NA,NA,public,England,NA
2020-10-27,20318,20318,NA,NA,NA,public,England,NA
2020-10-28,20077,20077,NA,NA,NA,public,England,NA
2020-10-29,19806,19806,NA,NA,NA,public,England,NA
2020-10-30,19513,19513,NA,NA,NA,public,England,NA
2020-10-31,14275,14275,NA,NA,NA,public,England,NA
2020-11-01,13296,13296,NA,NA,NA,public,England,NA
2020-11-02,27776,27776,NA,NA,NA,public,England,NA
2020-11-03,22155,22155,NA,NA,NA,public,England,NA
2020-11-04,20540,20540,NA,NA,NA,public,England,NA
2020-11-05,20709,20709,NA,NA,NA,public,England,NA
2020-11-06,20673,20673,NA,NA,NA,public,England,NA
2020-11-07,16546,16546,NA,NA,NA,public,England,NA
2020-11-08,17916,17916,NA,NA,NA,public,England,NA
2020-11-09,27973,27973,NA,NA,NA,public,England,NA
2020-11-10,24313,24313,NA,NA,NA,public,England,NA
2020-11-11,24498,24498,NA,NA,NA,public,England,NA
2020-11-12,21826,21826,NA,NA,NA,public,England,NA
2020-11-13,21521,21521,NA,NA,NA,public,England,NA
2020-11-14,15971,15971,NA,NA,NA,public,England,NA
2020-11-15,14158,14158,NA,NA,NA,public,England,NA
2020-11-16,23589,23589,NA,NA,NA,public,England,NA
2020-11-17,20166,20166,NA,NA,NA,public,England,NA
2020-11-18,18082,18082,NA,NA,NA,public,England,NA
2020-11-19,15402,15402,NA,NA,NA,public,England,NA
2020-11-20,14587,14587,NA,NA,NA,public,England,NA
2020-11-21,10558,10558,NA,NA,NA,public,England,NA
2020-11-22,9992,9992,NA,NA,NA,public,England,NA
2020-11-23,16112,16112,NA,NA,NA,public,England,NA
2020-11-24,13935,13935,NA,NA,NA,public,England,NA
2020-11-25,13850,13850,NA,NA,NA,public,England,NA
2020-11-26,12173,12173,NA,NA,NA,public,England,NA
2020-11-27,12146,12146,NA,NA,NA,public,England,NA
2020-11-28,9154,9154,NA,NA,NA,public,England,NA
2020-11-29,8851,8851,NA,NA,NA,public,England,NA
2020-11-30,14915,14915,NA,NA,NA,public,England,NA
2020-12-01,13410,13410,NA,NA,NA,public,England,NA
2020-12-02,13350,13350,NA,NA,NA,public,England,NA
2020-12-03,12436,12436,NA,NA,NA,public,England,NA
2020-12-04,12763,12763,NA,NA,NA,public,England,NA
2020-12-05,10071,10071,NA,NA,NA,public,England,NA
2020-12-06,10833,10833,NA,NA,NA,public,England,NA
2020-12-07,17257,17257,NA,NA,NA,public,England,NA
2020-12-08,16519,16519,NA,NA,NA,public,England,NA
2020-12-09,17330,17330,NA,NA,NA,public,England,NA
2020-12-10,18385,18385,NA,NA,NA,public,England,NA
2020-12-11,19744,19744,NA,NA,NA,public,England,NA
2020-12-12,15938,15938,NA,NA,NA,public,England,NA
2020-12-13,18039,18039,NA,NA,NA,public,England,NA
2020-12-14,29282,29282,NA,NA,NA,public,England,NA
2020-12-15,28900,28900,NA,NA,NA,public,England,NA
2020-12-16,29895,29895,NA,NA,NA,public,England,NA
2020-12-17,29378,29378,NA,NA,NA,public,England,NA
2020-12-18,31515,31515,NA,NA,NA,public,England,NA
2020-12-19,21529,21529,NA,NA,NA,public,England,NA
2020-12-20,28790,28790,NA,NA,NA,public,England,NA
2020-12-21,42197,42197,NA,NA,NA,public,England,NA
2020-12-22,40542,40542,NA,NA,NA,public,England,NA
2020-12-23,37262,37262,NA,NA,NA,public,England,NA
2020-12-24,28450,28450,NA,NA,NA,public,England,NA
2020-12-25,12627,12627,NA,NA,NA,public,England,NA
2020-12-26,36541,36541,NA,NA,NA,public,England,NA
2020-12-27,42228,42228,NA,NA,NA,public,England,NA
2020-12-28,39763,39763,NA,NA,NA,public,England,NA
2020-12-29,72125,72125,NA,NA,NA,public,England,NA
2020-12-30,62509,62509,NA,NA,NA,public,England,NA
2020-12-31,46404,46404,NA,NA,NA,public,England,NA
2021-01-01,28095,28095,NA,NA,NA,public,England,NA
2021-01-02,53963,53963,NA,NA,NA,public,England,NA
2021-01-03,49308,49308,NA,NA,NA,public,England,NA
2021-01-04,68685,68685,NA,NA,NA,public,England,NA
2021-01-05,57727,57727,NA,NA,NA,public,England,NA
2021-01-06,50958,50958,NA,NA,NA,public,England,NA
2021-01-07,46465,46465,NA,NA,NA,public,England,NA
2021-01-08,42021,42021,NA,NA,NA,public,England,NA
2021-01-09,35247,35247,NA,NA,NA,public,England,NA
2021-01-10,32679,32679,NA,NA,NA,public,England,NA
2021-01-11,51621,51621,NA,NA,NA,public,England,NA
2021-01-12,44317,44317,NA,NA,NA,public,England,NA
2021-01-13,40865,40865,NA,NA,NA,public,England,NA
2021-01-14,38226,38226,NA,NA,NA,public,England,NA
2021-01-15,36512,36512,NA,NA,NA,public,England,NA
2021-01-16,27468,27468,NA,NA,NA,public,England,NA
2021-01-17,26070,26070,NA,NA,NA,public,England,NA
2021-01-18,40419,40419,NA,NA,NA,public,England,NA
2021-01-19,35645,35645,NA,NA,NA,public,England,NA
2021-01-20,31503,31503,NA,NA,NA,public,England,NA
2021-01-21,28533,28533,NA,NA,NA,public,England,NA
2021-01-22,26704,26704,NA,NA,NA,public,England,NA
2021-01-23,19764,19764,NA,NA,NA,public,England,NA
2021-01-24,15373,15373,NA,NA,NA,public,England,NA
2021-01-25,26911,26911,NA,NA,NA,public,England,NA
2021-01-26,24252,24252,NA,NA,NA,public,England,NA
2021-01-27,23079,23079,NA,NA,NA,public,England,NA
2021-01-28,21700,21700,NA,NA,NA,public,England,NA
2021-01-29,19542,19542,NA,NA,NA,public,England,NA
2021-01-30,14897,14897,NA,NA,NA,public,England,NA
2021-01-31,13634,13634,NA,NA,NA,public,England,NA
2021-02-01,19970,19970,NA,NA,NA,public,England,NA
2021-02-02,17542,17542,NA,NA,NA,public,England,NA
2021-02-03,17290,17290,NA,NA,NA,public,England,NA
2021-02-04,16041,16041,NA,NA,NA,public,England,NA
2021-02-05,13853,13853,NA,NA,NA,public,England,NA
2021-02-06,10538,10538,NA,NA,NA,public,England,NA
2021-02-07,10116,10116,NA,NA,NA,public,England,NA
2021-02-08,13784,13784,NA,NA,NA,public,England,NA
2021-02-09,12154,12154,NA,NA,NA,public,England,NA
2021-02-10,11748,11748,NA,NA,NA,public,England,NA
2021-02-11,11160,11160,NA,NA,NA,public,England,NA
2021-02-12,10509,10509,NA,NA,NA,public,England,NA
2021-02-13,7709,7709,NA,NA,NA,public,England,NA
2021-02-14,7501,7501,NA,NA,NA,public,England,NA
2021-02-15,12395,12395,NA,NA,NA,public,England,NA
2021-02-16,10741,10741,NA,NA,NA,public,England,NA
2021-02-17,9944,9944,NA,NA,NA,public,England,NA
2021-02-18,9857,9857,NA,NA,NA,public,England,NA
2021-02-19,8815,8815,NA,NA,NA,public,England,NA
2021-02-20,6868,6868,NA,NA,NA,public,England,NA
2021-02-21,6767,6767,NA,NA,NA,public,England,NA
2021-02-22,9815,9815,NA,NA,NA,public,England,NA
2021-02-23,8100,8100,NA,NA,NA,public,England,NA
2021-02-24,7256,7256,NA,NA,NA,public,England,NA
2021-02-25,6577,6577,NA,NA,NA,public,England,NA
2021-02-26,5631,5631,NA,NA,NA,public,England,NA
2021-02-27,4071,4071,NA,NA,NA,public,England,NA
2021-02-28,3938,3938,NA,NA,NA,public,England,NA
2021-03-01,5858,5858,NA,NA,NA,public,England,NA
2021-03-02,5625,5625,NA,NA,NA,public,England,NA
2021-03-03,5080,5080,NA,NA,NA,public,England,NA
2021-03-04,4765,4765,NA,NA,NA,public,England,NA
2021-03-05,4518,4518,NA,NA,NA,public,England,NA
2021-03-06,3675,3675,NA,NA,NA,public,England,NA
2021-03-07,3522,3522,NA,NA,NA,public,England,NA
2021-03-08,5541,5541,NA,NA,NA,public,England,NA
2021-03-09,5194,5194,NA,NA,NA,public,England,NA
2021-03-10,4980,4980,NA,NA,NA,public,England,NA
2021-03-11,4650,4650,NA,NA,NA,public,England,NA
2021-03-12,4589,4589,NA,NA,NA,public,England,NA
2021-03-13,3439,3439,NA,NA,NA,public,England,NA
2021-03-14,3573,3573,NA,NA,NA,public,England,NA
2021-03-15,5404,5404,NA,NA,NA,public,England,NA
2021-03-16,4710,4710,NA,NA,NA,public,England,NA
2021-03-17,4810,4810,NA,NA,NA,public,England,NA
2021-03-18,4487,4487,NA,NA,NA,public,England,NA
2021-03-19,4112,4112,NA,NA,NA,public,England,NA
2021-03-20,3347,3347,NA,NA,NA,public,England,NA
2021-03-21,4497,4497,NA,NA,NA,public,England,NA
2021-03-22,5123,5123,NA,NA,NA,public,England,NA
2021-03-23,4312,4312,NA,NA,NA,public,England,NA
2021-03-24,5081,5081,NA,NA,NA,public,England,NA
2021-03-25,4406,4406,NA,NA,NA,public,England,NA
2021-03-26,3592,3592,NA,NA,NA,public,England,NA
2021-03-27,2923,2923,NA,NA,NA,public,England,NA
2021-03-28,4089,4089,NA,NA,NA,public,England,NA
2021-03-29,3166,3166,NA,NA,NA,public,England,NA
2021-03-30,2930,2930,NA,NA,NA,public,England,NA
2021-03-31,3120,3120,NA,NA,NA,public,England,NA
2021-04-01,2831,2831,NA,NA,NA,public,England,NA
2021-04-02,2100,2100,NA,NA,NA,public,England,NA
2021-04-03,1989,1989,NA,NA,NA,public,England,NA
2021-04-04,1910,1910,NA,NA,NA,public,England,NA
2021-04-05,2169,2169,NA,NA,NA,public,England,NA
2021-04-06,2525,2525,NA,NA,NA,public,England,NA
2021-04-07,2561,2561,NA,NA,NA,public,England,NA
2021-04-08,2439,2439,NA,NA,NA,public,England,NA
2021-04-09,2276,2276,NA,NA,NA,public,England,NA
2021-04-10,1853,1853,NA,NA,NA,public,England,NA
2021-04-11,1878,1878,NA,NA,NA,public,England,NA
2021-04-12,2200,2200,NA,NA,NA,public,England,NA
2021-04-13,1873,1873,NA,NA,NA,public,England,NA
2021-04-14,1903,1903,NA,NA,NA,public,England,NA
2021-04-15,1782,1782,NA,NA,NA,public,England,NA
2021-04-16,1770,1770,NA,NA,NA,public,England,NA
2021-04-17,1284,1284,NA,NA,NA,public,England,NA
2021-04-18,2103,2103,NA,NA,NA,public,England,NA
2021-04-19,2090,2090,NA,NA,NA,public,England,NA
2021-04-20,1921,1921,NA,NA,NA,public,England,NA
2021-04-21,2098,2098,NA,NA,NA,public,England,NA
2021-04-22,1867,1867,NA,NA,NA,public,England,NA
2021-04-23,1552,1552,NA,NA,NA,public,England,NA
2021-04-24,1180,1180,NA,NA,NA,public,England,NA
2021-04-25,1758,1758,NA,NA,NA,public,England,NA
2021-04-26,2069,2069,NA,NA,NA,public,England,NA
2021-04-27,1673,1673,NA,NA,NA,public,England,NA
2021-04-28,1994,1994,NA,NA,NA,public,England,NA
2021-04-29,1700,1700,NA,NA,NA,public,England,NA
2021-04-30,1384,1384,NA,NA,NA,public,England,NA
2021-05-01,1102,1102,NA,NA,NA,public,England,NA
2021-05-02,1204,1204,NA,NA,NA,public,England,NA
2021-05-03,1680,1680,NA,NA,NA,public,England,NA
2021-05-04,2011,2011,NA,NA,NA,public,England,NA
2021-05-05,2011,2011,NA,NA,NA,public,England,NA
2021-05-06,1796,1796,NA,NA,NA,public,England,NA
2021-05-07,1538,1538,NA,NA,NA,public,England,NA
2021-05-08,1191,1191,NA,NA,NA,public,England,NA
2021-05-09,1839,1839,NA,NA,NA,public,England,NA
2021-05-10,2157,2157,NA,NA,NA,public,England,NA
2021-05-11,1720,1720,NA,NA,NA,public,England,NA
2021-05-12,1754,1754,NA,NA,NA,public,England,NA
2021-05-13,1642,1642,NA,NA,NA,public,England,NA
2021-05-14,1441,1441,NA,NA,NA,public,England,NA
2021-05-15,1247,1247,NA,NA,NA,public,England,NA
2021-05-16,1508,1508,NA,NA,NA,public,England,NA
2021-05-17,2225,2225,NA,NA,NA,public,England,NA
2021-05-18,2122,2122,NA,NA,NA,public,England,NA
2021-05-19,2153,2153,NA,NA,NA,public,England,NA
2021-05-20,1903,1903,NA,NA,NA,public,England,NA
2021-05-21,1783,1783,NA,NA,NA,public,England,NA
2021-05-22,1521,1521,NA,NA,NA,public,England,NA
2021-05-23,1831,1831,NA,NA,NA,public,England,NA
2021-05-24,2600,2600,NA,NA,NA,public,England,NA
2021-05-25,2667,2667,NA,NA,NA,public,England,NA
2021-05-26,3037,3037,NA,NA,NA,public,England,NA
2021-05-27,2925,2925,NA,NA,NA,public,England,NA
2021-05-28,2795,2795,NA,NA,NA,public,England,NA
2021-05-29,2377,2377,NA,NA,NA,public,England,NA
2021-05-30,2511,2511,NA,NA,NA,public,England,NA
2021-05-31,3040,3040,NA,NA,NA,public,England,NA
