date,total_cases,sgtf_unknown,total_sgt,sgtf,non_sgtf,source,region,region_code
2020-03-05,45,45,NA,NA,NA,public,England,NA
2020-03-06,69,69,NA,NA,NA,public,England,NA
2020-03-07,55,55,NA,NA,NA,public,England,NA
2020-03-08,50,50,NA,NA,NA,public,England,NA
2020-03-09,123,123,NA,NA,NA,public,England,NA
2020-03-10,222,222,NA,NA,NA,public,England,NA
2020-03-11,342,342,NA,NA,NA,public,England,NA
2020-03-12,407,407,NA,NA,NA,public,England,NA
2020-03-13,378,378,NA,NA,NA,public,England,NA
2020-03-14,310,310,NA,NA,NA,public,England,NA
2020-03-15,383,383,NA,NA,NA,public,England,NA
2020-03-16,534,534,NA,NA,NA,public,England,NA
2020-03-17,666,666,NA,NA,NA,public,England,NA
2020-03-18,888,888,NA,NA,NA,public,England,NA
2020-03-19,897,897,NA,NA,NA,public,England,NA
2020-03-20,1043,1043,NA,NA,NA,public,England,NA
2020-03-21,1001,1001,NA,NA,NA,public,England,NA
2020-03-22,1183,1183,NA,NA,NA,public,England,NA
2020-03-23,1959,1959,NA,NA,NA,public,England,NA
2020-03-24,1979,1979,NA,NA,NA,public,England,NA
2020-03-25,2198,2198,NA,NA,NA,public,England,NA
2020-03-26,2516,2516,NA,NA,NA,public,England,NA
2020-03-27,2522,2522,NA,NA,NA,public,England,NA
2020-03-28,2320,2320,NA,NA,NA,public,England,NA
2020-03-29,2388,2388,NA,NA,NA,public,England,NA
2020-03-30,3417,3417,NA,NA,NA,public,England,NA
2020-03-31,3653,3653,NA,NA,NA,public,England,NA
2020-04-01,3993,3993,NA,NA,NA,public,England,NA
2020-04-02,3914,3914,NA,NA,NA,public,England,NA
2020-04-03,3890,3890,NA,NA,NA,public,England,NA
2020-04-04,3252,3252,NA,NA,NA,public,England,NA
2020-04-05,2995,2995,NA,NA,NA,public,England,NA
2020-04-06,4155,4155,NA,NA,NA,public,England,NA
2020-04-07,4351,4351,NA,NA,NA,public,England,NA
2020-04-08,4095,4095,NA,NA,NA,public,England,NA
2020-04-09,3893,3893,NA,NA,NA,public,England,NA
2020-04-10,3431,3431,NA,NA,NA,public,England,NA
2020-04-11,2908,2908,NA,NA,NA,public,England,NA
2020-04-12,2833,2833,NA,NA,NA,public,England,NA
2020-04-13,3276,3276,NA,NA,NA,public,England,NA
2020-04-14,3361,3361,NA,NA,NA,public,England,NA
2020-04-15,3940,3940,NA,NA,NA,public,England,NA
2020-04-16,4056,4056,NA,NA,NA,public,England,NA
2020-04-17,3820,3820,NA,NA,NA,public,England,NA
2020-04-18,3771,3771,NA,NA,NA,public,England,NA
2020-04-19,3219,3219,NA,NA,NA,public,England,NA
2020-04-20,3452,3452,NA,NA,NA,public,England,NA
2020-04-21,3786,3786,NA,NA,NA,public,England,NA
2020-04-22,4658,4658,NA,NA,NA,public,England,NA
2020-04-23,4423,4423,NA,NA,NA,public,England,NA
2020-04-24,4162,4162,NA,NA,NA,public,England,NA
2020-04-25,3242,3242,NA,NA,NA,public,England,NA
2020-04-26,2993,2993,NA,NA,NA,public,England,NA
2020-04-27,3953,3953,NA,NA,NA,public,England,NA
2020-04-28,3920,3920,NA,NA,NA,public,England,NA
2020-04-29,4625,4625,NA,NA,NA,public,England,NA
2020-04-30,4219,4219,NA,NA,NA,public,England,NA
2020-05-01,4016,4016,NA,NA,NA,public,England,NA
2020-05-02,2676,2676,NA,NA,NA,public,England,NA
2020-05-03,2541,2541,NA,NA,NA,public,England,NA
2020-05-04,2778,2778,NA,NA,NA,public,England,NA
2020-05-05,3063,3063,NA,NA,NA,public,England,NA
2020-05-06,3188,3188,NA,NA,NA,public,England,NA
2020-05-07,3119,3119,NA,NA,NA,public,England,NA
2020-05-08,2570,2570,NA,NA,NA,public,England,NA
2020-05-09,1762,1762,NA,NA,NA,public,England,NA
2020-05-10,1982,1982,NA,NA,NA,public,England,NA
2020-05-11,3021,3021,NA,NA,NA,public,England,NA
2020-05-12,2864,2864,NA,NA,NA,public,England,NA
2020-05-13,2814,2814,NA,NA,NA,public,England,NA
2020-05-14,2166,2166,NA,NA,NA,public,England,NA
2020-05-15,2090,2090,NA,NA,NA,public,England,NA
2020-05-16,1752,1752,NA,NA,NA,public,England,NA
2020-05-17,1568,1568,NA,NA,NA,public,England,NA
2020-05-18,2168,2168,NA,NA,NA,public,England,NA
2020-05-19,2539,2539,NA,NA,NA,public,England,NA
2020-05-20,2314,2314,NA,NA,NA,public,England,NA
2020-05-21,2231,2231,NA,NA,NA,public,England,NA
2020-05-22,1774,1774,NA,NA,NA,public,England,NA
2020-05-23,1288,1288,NA,NA,NA,public,England,NA
2020-05-24,1189,1189,NA,NA,NA,public,England,NA
2020-05-25,1363,1363,NA,NA,NA,public,England,NA
2020-05-26,1428,1428,NA,NA,NA,public,England,NA
2020-05-27,1593,1593,NA,NA,NA,public,England,NA
2020-05-28,1548,1548,NA,NA,NA,public,England,NA
2020-05-29,1353,1353,NA,NA,NA,public,England,NA
2020-05-30,983,983,NA,NA,NA,public,England,NA
2020-05-31,980,980,NA,NA,NA,public,England,NA
2020-06-01,1293,1293,NA,NA,NA,public,England,NA
2020-06-02,1339,1339,NA,NA,NA,public,England,NA
2020-06-03,1214,1214,NA,NA,NA,public,England,NA
2020-06-04,1131,1131,NA,NA,NA,public,England,NA
2020-06-05,1006,1006,NA,NA,NA,public,England,NA
2020-06-06,716,716,NA,NA,NA,public,England,NA
2020-06-07,659,659,NA,NA,NA,public,England,NA
2020-06-08,978,978,NA,NA,NA,public,England,NA
2020-06-09,1045,1045,NA,NA,NA,public,England,NA
2020-06-10,1071,1071,NA,NA,NA,public,England,NA
2020-06-11,903,903,NA,NA,NA,public,England,NA
2020-06-12,936,936,NA,NA,NA,public,England,NA
2020-06-13,781,781,NA,NA,NA,public,England,NA
2020-06-14,741,741,NA,NA,NA,public,England,NA
2020-06-15,926,926,NA,NA,NA,public,England,NA
2020-06-16,979,979,NA,NA,NA,public,England,NA
2020-06-17,894,894,NA,NA,NA,public,England,NA
2020-06-18,927,927,NA,NA,NA,public,England,NA
2020-06-19,811,811,NA,NA,NA,public,England,NA
2020-06-20,622,622,NA,NA,NA,public,England,NA
2020-06-21,544,544,NA,NA,NA,public,England,NA
2020-06-22,807,807,NA,NA,NA,public,England,NA
2020-06-23,718,718,NA,NA,NA,public,England,NA
2020-06-24,718,718,NA,NA,NA,public,England,NA
2020-06-25,631,631,NA,NA,NA,public,England,NA
2020-06-26,631,631,NA,NA,NA,public,England,NA
2020-06-27,501,501,NA,NA,NA,public,England,NA
2020-06-28,407,407,NA,NA,NA,public,England,NA
2020-06-29,656,656,NA,NA,NA,public,England,NA
2020-06-30,569,569,NA,NA,NA,public,England,NA
2020-07-01,605,605,NA,NA,NA,public,England,NA
2020-07-02,548,548,NA,NA,NA,public,England,NA
2020-07-03,529,529,NA,NA,NA,public,England,NA
2020-07-04,381,381,NA,NA,NA,public,England,NA
2020-07-05,535,535,NA,NA,NA,public,England,NA
2020-07-06,642,642,NA,NA,NA,public,England,NA
2020-07-07,552,552,NA,NA,NA,public,England,NA
2020-07-08,659,659,NA,NA,NA,public,England,NA
2020-07-09,673,673,NA,NA,NA,public,England,NA
2020-07-10,510,510,NA,NA,NA,public,England,NA
2020-07-11,408,408,NA,NA,NA,public,England,NA
2020-07-12,350,350,NA,NA,NA,public,England,NA
2020-07-13,667,667,NA,NA,NA,public,England,NA
2020-07-14,637,637,NA,NA,NA,public,England,NA
2020-07-15,714,714,NA,NA,NA,public,England,NA
2020-07-16,631,631,NA,NA,NA,public,England,NA
2020-07-17,537,537,NA,NA,NA,public,England,NA
2020-07-18,465,465,NA,NA,NA,public,England,NA
2020-07-19,407,407,NA,NA,NA,public,England,NA
2020-07-20,744,744,NA,NA,NA,public,England,NA
2020-07-21,677,677,NA,NA,NA,public,England,NA
2020-07-22,732,732,NA,NA,NA,public,England,NA
2020-07-23,715,715,NA,NA,NA,public,England,NA
2020-07-24,700,700,NA,NA,NA,public,England,NA
2020-07-25,489,489,NA,NA,NA,public,England,NA
2020-07-26,507,507,NA,NA,NA,public,England,NA
2020-07-27,799,799,NA,NA,NA,public,England,NA
2020-07-28,771,771,NA,NA,NA,public,England,NA
2020-07-29,967,967,NA,NA,NA,public,England,NA
2020-07-30,847,847,NA,NA,NA,public,England,NA
2020-07-31,621,621,NA,NA,NA,public,England,NA
2020-08-01,490,490,NA,NA,NA,public,England,NA
2020-08-02,507,507,NA,NA,NA,public,England,NA
2020-08-03,930,930,NA,NA,NA,public,England,NA
2020-08-04,911,911,NA,NA,NA,public,England,NA
2020-08-05,931,931,NA,NA,NA,public,England,NA
2020-08-06,962,962,NA,NA,NA,public,England,NA
2020-08-07,860,860,NA,NA,NA,public,England,NA
2020-08-08,634,634,NA,NA,NA,public,England,NA
2020-08-09,552,552,NA,NA,NA,public,England,NA
2020-08-10,1330,1330,NA,NA,NA,public,England,NA
2020-08-11,1195,1195,NA,NA,NA,public,England,NA
2020-08-12,1089,1089,NA,NA,NA,public,England,NA
2020-08-13,1011,1011,NA,NA,NA,public,England,NA
2020-08-14,1029,1029,NA,NA,NA,public,England,NA
2020-08-15,637,637,NA,NA,NA,public,England,NA
2020-08-16,526,526,NA,NA,NA,public,England,NA
2020-08-17,1125,1125,NA,NA,NA,public,England,NA
2020-08-18,908,908,NA,NA,NA,public,England,NA
2020-08-19,1058,1058,NA,NA,NA,public,England,NA
2020-08-20,1195,1195,NA,NA,NA,public,England,NA
2020-08-21,992,992,NA,NA,NA,public,England,NA
2020-08-22,706,706,NA,NA,NA,public,England,NA
2020-08-23,692,692,NA,NA,NA,public,England,NA
2020-08-24,1111,1111,NA,NA,NA,public,England,NA
2020-08-25,1025,1025,NA,NA,NA,public,England,NA
2020-08-26,1121,1121,NA,NA,NA,public,England,NA
2020-08-27,1306,1306,NA,NA,NA,public,England,NA
2020-08-28,1348,1348,NA,NA,NA,public,England,NA
2020-08-29,1024,1024,NA,NA,NA,public,England,NA
2020-08-30,967,967,NA,NA,NA,public,England,NA
2020-08-31,1251,1251,NA,NA,NA,public,England,NA
2020-09-01,1902,1902,NA,NA,NA,public,England,NA
2020-09-02,2591,2591,NA,NA,NA,public,England,NA
2020-09-03,2634,2634,NA,NA,NA,public,England,NA
2020-09-04,2560,2560,NA,NA,NA,public,England,NA
2020-09-05,2167,2167,NA,NA,NA,public,England,NA
2020-09-06,2037,2037,NA,NA,NA,public,England,NA
2020-09-07,3430,3430,NA,NA,NA,public,England,NA
2020-09-08,2971,2971,NA,NA,NA,public,England,NA
2020-09-09,2819,2819,NA,NA,NA,public,England,NA
2020-09-10,3055,3055,NA,NA,NA,public,England,NA
2020-09-11,2750,2750,NA,NA,NA,public,England,NA
2020-09-12,2167,2167,NA,NA,NA,public,England,NA
2020-09-13,1677,1677,NA,NA,NA,public,England,NA
2020-09-14,2816,2816,NA,NA,NA,public,England,NA
2020-09-15,2958,2958,NA,NA,NA,public,England,NA
2020-09-16,3674,3674,NA,NA,NA,public,England,NA
2020-09-17,3846,3846,NA,NA,NA,public,England,NA
2020-09-18,4167,4167,NA,NA,NA,public,England,NA
2020-09-19,4110,4110,NA,NA,NA,public,England,NA
2020-09-20,4574,4574,NA,NA,NA,public,England,NA
2020-09-21,4612,4612,NA,NA,NA,public,England,NA
2020-09-22,5262,5262,NA,NA,NA,public,England,NA
2020-09-23,5784,5784,NA,NA,NA,public,England,NA
2020-09-24,6197,6197,NA,NA,NA,public,England,NA
2020-09-25,5908,5908,NA,NA,NA,public,England,NA
2020-09-26,5564,5564,NA,NA,NA,public,England,NA
2020-09-27,5947,5947,NA,NA,NA,public,England,NA
2020-09-28,8409,8409,NA,NA,NA,public,England,NA
2020-09-29,8607,8607,NA,NA,NA,public,England,NA
2020-09-30,10413,10413,NA,NA,NA,public,England,NA
2020-10-01,11188,11188,NA,NA,NA,public,England,NA
2020-10-02,11478,11478,NA,NA,NA,public,England,NA
2020-10-03,9608,9608,NA,NA,NA,public,England,NA
2020-10-04,9791,9791,NA,NA,NA,public,England,NA
2020-10-05,13916,13916,NA,NA,NA,public,England,NA
2020-10-06,14156,14156,NA,NA,NA,public,England,NA
2020-10-07,15050,15050,NA,NA,NA,public,England,NA
2020-10-08,15136,15136,NA,NA,NA,public,England,NA
2020-10-09,12865,12865,NA,NA,NA,public,England,NA
2020-10-10,10079,10079,NA,NA,NA,public,England,NA
2020-10-11,9593,9593,NA,NA,NA,public,England,NA
2020-10-12,16038,16038,NA,NA,NA,public,England,NA
2020-10-13,15314,15314,NA,NA,NA,public,England,NA
2020-10-14,16249,16249,NA,NA,NA,public,England,NA
2020-10-15,15067,15067,NA,NA,NA,public,England,NA
2020-10-16,14383,14383,NA,NA,NA,public,England,NA
2020-10-17,12258,12258,NA,NA,NA,public,England,NA
2020-10-18,11765,11765,NA,NA,NA,public,England,NA
2020-10-19,21901,21901,NA,NA,NA,public,England,NA
2020-10-20,21135,21135,NA,NA,NA,public,England,NA
2020-10-21,21289,21289,NA,NA,NA,public,England,NA
2020-10-22,19453,19453,NA,NA,NA,public,England,NA
2020-10-23,17930,17930,NA,NA,NA,public,England,NA
2020-10-24,13436,13436,NA,NA,NA,public,England,NA
2020-10-25,13086,13086,NA,NA,NA,public,England,NA
2020-10-26,22581,22581,NA,NA,NA,public,England,NA
2020-10-27,20320,20320,NA,NA,NA,public,England,NA
2020-10-28,20080,20080,NA,NA,NA,public,England,NA
2020-10-29,19811,19811,NA,NA,NA,public,England,NA
2020-10-30,19514,19514,NA,NA,NA,public,England,NA
2020-10-31,14276,14276,NA,NA,NA,public,England,NA
2020-11-01,13298,13298,NA,NA,NA,public,England,NA
2020-11-02,27776,27776,NA,NA,NA,public,England,NA
2020-11-03,22160,22160,NA,NA,NA,public,England,NA
2020-11-04,20542,20542,NA,NA,NA,public,England,NA
2020-11-05,20709,20709,NA,NA,NA,public,England,NA
2020-11-06,20678,20678,NA,NA,NA,public,England,NA
2020-11-07,16550,16550,NA,NA,NA,public,England,NA
2020-11-08,17919,17919,NA,NA,NA,public,England,NA
2020-11-09,27979,27979,NA,NA,NA,public,England,NA
2020-11-10,24316,24316,NA,NA,NA,public,England,NA
2020-11-11,24503,24503,NA,NA,NA,public,England,NA
2020-11-12,21826,21826,NA,NA,NA,public,England,NA
2020-11-13,21524,21524,NA,NA,NA,public,England,NA
2020-11-14,15975,15975,NA,NA,NA,public,England,NA
2020-11-15,14160,14160,NA,NA,NA,public,England,NA
2020-11-16,23594,23594,NA,NA,NA,public,England,NA
2020-11-17,20170,20170,NA,NA,NA,public,England,NA
2020-11-18,18083,18083,NA,NA,NA,public,England,NA
2020-11-19,15402,15402,NA,NA,NA,public,England,NA
2020-11-20,14588,14588,NA,NA,NA,public,England,NA
2020-11-21,10556,10556,NA,NA,NA,public,England,NA
2020-11-22,9993,9993,NA,NA,NA,public,England,NA
2020-11-23,16111,16111,NA,NA,NA,public,England,NA
2020-11-24,13936,13936,NA,NA,NA,public,England,NA
2020-11-25,13851,13851,NA,NA,NA,public,England,NA
2020-11-26,12176,12176,NA,NA,NA,public,England,NA
2020-11-27,12145,12145,NA,NA,NA,public,England,NA
2020-11-28,9155,9155,NA,NA,NA,public,England,NA
2020-11-29,8851,8851,NA,NA,NA,public,England,NA
2020-11-30,14915,14915,NA,NA,NA,public,England,NA
2020-12-01,13413,13413,NA,NA,NA,public,England,NA
2020-12-02,13352,13352,NA,NA,NA,public,England,NA
2020-12-03,12438,12438,NA,NA,NA,public,England,NA
2020-12-04,12764,12764,NA,NA,NA,public,England,NA
2020-12-05,10075,10075,NA,NA,NA,public,England,NA
2020-12-06,10834,10834,NA,NA,NA,public,England,NA
2020-12-07,17259,17259,NA,NA,NA,public,England,NA
2020-12-08,16523,16523,NA,NA,NA,public,England,NA
2020-12-09,17332,17332,NA,NA,NA,public,England,NA
2020-12-10,18388,18388,NA,NA,NA,public,England,NA
2020-12-11,19743,19743,NA,NA,NA,public,England,NA
2020-12-12,15939,15939,NA,NA,NA,public,England,NA
2020-12-13,18043,18043,NA,NA,NA,public,England,NA
2020-12-14,29285,29285,NA,NA,NA,public,England,NA
2020-12-15,28899,28899,NA,NA,NA,public,England,NA
2020-12-16,29896,29896,NA,NA,NA,public,England,NA
2020-12-17,29388,29388,NA,NA,NA,public,England,NA
2020-12-18,31520,31520,NA,NA,NA,public,England,NA
2020-12-19,21532,21532,NA,NA,NA,public,England,NA
2020-12-20,28793,28793,NA,NA,NA,public,England,NA
2020-12-21,42199,42199,NA,NA,NA,public,England,NA
2020-12-22,40545,40545,NA,NA,NA,public,England,NA
2020-12-23,37269,37269,NA,NA,NA,public,England,NA
2020-12-24,28458,28458,NA,NA,NA,public,England,NA
2020-12-25,12628,12628,NA,NA,NA,public,England,NA
2020-12-26,36543,36543,NA,NA,NA,public,England,NA
2020-12-27,42232,42232,NA,NA,NA,public,England,NA
2020-12-28,39766,39766,NA,NA,NA,public,England,NA
2020-12-29,72134,72134,NA,NA,NA,public,England,NA
2020-12-30,62519,62519,NA,NA,NA,public,England,NA
2020-12-31,46409,46409,NA,NA,NA,public,England,NA
2021-01-01,28124,28124,NA,NA,NA,public,England,NA
2021-01-02,54020,54020,NA,NA,NA,public,England,NA
2021-01-03,49356,49356,NA,NA,NA,public,England,NA
2021-01-04,68738,68738,NA,NA,NA,public,England,NA
2021-01-05,57742,57742,NA,NA,NA,public,England,NA
2021-01-06,50962,50962,NA,NA,NA,public,England,NA
2021-01-07,46474,46474,NA,NA,NA,public,England,NA
2021-01-08,42026,42026,NA,NA,NA,public,England,NA
2021-01-09,35251,35251,NA,NA,NA,public,England,NA
2021-01-10,32681,32681,NA,NA,NA,public,England,NA
2021-01-11,51626,51626,NA,NA,NA,public,England,NA
2021-01-12,44326,44326,NA,NA,NA,public,England,NA
2021-01-13,40866,40866,NA,NA,NA,public,England,NA
2021-01-14,38232,38232,NA,NA,NA,public,England,NA
2021-01-15,36514,36514,NA,NA,NA,public,England,NA
2021-01-16,27469,27469,NA,NA,NA,public,England,NA
2021-01-17,26072,26072,NA,NA,NA,public,England,NA
2021-01-18,40424,40424,NA,NA,NA,public,England,NA
2021-01-19,35649,35649,NA,NA,NA,public,England,NA
2021-01-20,31507,31507,NA,NA,NA,public,England,NA
2021-01-21,28535,28535,NA,NA,NA,public,England,NA
2021-01-22,26711,26711,NA,NA,NA,public,England,NA
2021-01-23,19764,19764,NA,NA,NA,public,England,NA
2021-01-24,15373,15373,NA,NA,NA,public,England,NA
2021-01-25,26914,26914,NA,NA,NA,public,England,NA
2021-01-26,24254,24254,NA,NA,NA,public,England,NA
2021-01-27,23082,23082,NA,NA,NA,public,England,NA
2021-01-28,21704,21704,NA,NA,NA,public,England,NA
2021-01-29,19544,19544,NA,NA,NA,public,England,NA
2021-01-30,14900,14900,NA,NA,NA,public,England,NA
2021-01-31,13640,13640,NA,NA,NA,public,England,NA
2021-02-01,19974,19974,NA,NA,NA,public,England,NA
2021-02-02,17548,17548,NA,NA,NA,public,England,NA
2021-02-03,17288,17288,NA,NA,NA,public,England,NA
2021-02-04,16045,16045,NA,NA,NA,public,England,NA
2021-02-05,13856,13856,NA,NA,NA,public,England,NA
2021-02-06,10540,10540,NA,NA,NA,public,England,NA
2021-02-07,10118,10118,NA,NA,NA,public,England,NA
2021-02-08,13783,13783,NA,NA,NA,public,England,NA
2021-02-09,12154,12154,NA,NA,NA,public,England,NA
2021-02-10,11750,11750,NA,NA,NA,public,England,NA
2021-02-11,11162,11162,NA,NA,NA,public,England,NA
2021-02-12,10511,10511,NA,NA,NA,public,England,NA
2021-02-13,7710,7710,NA,NA,NA,public,England,NA
2021-02-14,7502,7502,NA,NA,NA,public,England,NA
2021-02-15,12397,12397,NA,NA,NA,public,England,NA
2021-02-16,10740,10740,NA,NA,NA,public,England,NA
2021-02-17,9945,9945,NA,NA,NA,public,England,NA
2021-02-18,9860,9860,NA,NA,NA,public,England,NA
2021-02-19,8816,8816,NA,NA,NA,public,England,NA
2021-02-20,6872,6872,NA,NA,NA,public,England,NA
2021-02-21,6767,6767,NA,NA,NA,public,England,NA
2021-02-22,9816,9816,NA,NA,NA,public,England,NA
2021-02-23,8101,8101,NA,NA,NA,public,England,NA
2021-02-24,7257,7257,NA,NA,NA,public,England,NA
2021-02-25,6578,6578,NA,NA,NA,public,England,NA
2021-02-26,5632,5632,NA,NA,NA,public,England,NA
2021-02-27,4073,4073,NA,NA,NA,public,England,NA
2021-02-28,3938,3938,NA,NA,NA,public,England,NA
2021-03-01,5859,5859,NA,NA,NA,public,England,NA
2021-03-02,5626,5626,NA,NA,NA,public,England,NA
2021-03-03,5080,5080,NA,NA,NA,public,England,NA
2021-03-04,4765,4765,NA,NA,NA,public,England,NA
2021-03-05,4520,4520,NA,NA,NA,public,England,NA
2021-03-06,3675,3675,NA,NA,NA,public,England,NA
2021-03-07,3524,3524,NA,NA,NA,public,England,NA
2021-03-08,5544,5544,NA,NA,NA,public,England,NA
2021-03-09,5194,5194,NA,NA,NA,public,England,NA
2021-03-10,4981,4981,NA,NA,NA,public,England,NA
2021-03-11,4650,4650,NA,NA,NA,public,England,NA
2021-03-12,4589,4589,NA,NA,NA,public,England,NA
2021-03-13,3439,3439,NA,NA,NA,public,England,NA
2021-03-14,3572,3572,NA,NA,NA,public,England,NA
2021-03-15,5405,5405,NA,NA,NA,public,England,NA
2021-03-16,4711,4711,NA,NA,NA,public,England,NA
2021-03-17,4810,4810,NA,NA,NA,public,England,NA
2021-03-18,4486,4486,NA,NA,NA,public,England,NA
2021-03-19,4114,4114,NA,NA,NA,public,England,NA
2021-03-20,3348,3348,NA,NA,NA,public,England,NA
2021-03-21,4497,4497,NA,NA,NA,public,England,NA
2021-03-22,5123,5123,NA,NA,NA,public,England,NA
2021-03-23,4313,4313,NA,NA,NA,public,England,NA
2021-03-24,5081,5081,NA,NA,NA,public,England,NA
2021-03-25,4407,4407,NA,NA,NA,public,England,NA
2021-03-26,3593,3593,NA,NA,NA,public,England,NA
2021-03-27,2923,2923,NA,NA,NA,public,England,NA
2021-03-28,4091,4091,NA,NA,NA,public,England,NA
2021-03-29,3166,3166,NA,NA,NA,public,England,NA
2021-03-30,2930,2930,NA,NA,NA,public,England,NA
2021-03-31,3121,3121,NA,NA,NA,public,England,NA
2021-04-01,2831,2831,NA,NA,NA,public,England,NA
2021-04-02,2100,2100,NA,NA,NA,public,England,NA
2021-04-03,1990,1990,NA,NA,NA,public,England,NA
2021-04-04,1910,1910,NA,NA,NA,public,England,NA
2021-04-05,2170,2170,NA,NA,NA,public,England,NA
2021-04-06,2525,2525,NA,NA,NA,public,England,NA
2021-04-07,2562,2562,NA,NA,NA,public,England,NA
2021-04-08,2440,2440,NA,NA,NA,public,England,NA
2021-04-09,2278,2278,NA,NA,NA,public,England,NA
2021-04-10,1853,1853,NA,NA,NA,public,England,NA
2021-04-11,1878,1878,NA,NA,NA,public,England,NA
2021-04-12,2200,2200,NA,NA,NA,public,England,NA
2021-04-13,1872,1872,NA,NA,NA,public,England,NA
2021-04-14,1903,1903,NA,NA,NA,public,England,NA
2021-04-15,1782,1782,NA,NA,NA,public,England,NA
2021-04-16,1771,1771,NA,NA,NA,public,England,NA
2021-04-17,1284,1284,NA,NA,NA,public,England,NA
2021-04-18,2104,2104,NA,NA,NA,public,England,NA
2021-04-19,2090,2090,NA,NA,NA,public,England,NA
2021-04-20,1921,1921,NA,NA,NA,public,England,NA
2021-04-21,2098,2098,NA,NA,NA,public,England,NA
2021-04-22,1867,1867,NA,NA,NA,public,England,NA
2021-04-23,1552,1552,NA,NA,NA,public,England,NA
2021-04-24,1181,1181,NA,NA,NA,public,England,NA
2021-04-25,1758,1758,NA,NA,NA,public,England,NA
2021-04-26,2069,2069,NA,NA,NA,public,England,NA
2021-04-27,1674,1674,NA,NA,NA,public,England,NA
2021-04-28,1994,1994,NA,NA,NA,public,England,NA
2021-04-29,1700,1700,NA,NA,NA,public,England,NA
2021-04-30,1386,1386,NA,NA,NA,public,England,NA
2021-05-01,1102,1102,NA,NA,NA,public,England,NA
2021-05-02,1204,1204,NA,NA,NA,public,England,NA
2021-05-03,1680,1680,NA,NA,NA,public,England,NA
2021-05-04,2011,2011,NA,NA,NA,public,England,NA
2021-05-05,2013,2013,NA,NA,NA,public,England,NA
2021-05-06,1797,1797,NA,NA,NA,public,England,NA
2021-05-07,1538,1538,NA,NA,NA,public,England,NA
2021-05-08,1191,1191,NA,NA,NA,public,England,NA
2021-05-09,1839,1839,NA,NA,NA,public,England,NA
2021-05-10,2157,2157,NA,NA,NA,public,England,NA
2021-05-11,1720,1720,NA,NA,NA,public,England,NA
2021-05-12,1755,1755,NA,NA,NA,public,England,NA
2021-05-13,1642,1642,NA,NA,NA,public,England,NA
2021-05-14,1441,1441,NA,NA,NA,public,England,NA
2021-05-15,1247,1247,NA,NA,NA,public,England,NA
2021-05-16,1508,1508,NA,NA,NA,public,England,NA
2021-05-17,2225,2225,NA,NA,NA,public,England,NA
2021-05-18,2122,2122,NA,NA,NA,public,England,NA
2021-05-19,2153,2153,NA,NA,NA,public,England,NA
2021-05-20,1903,1903,NA,NA,NA,public,England,NA
2021-05-21,1783,1783,NA,NA,NA,public,England,NA
2021-05-22,1521,1521,NA,NA,NA,public,England,NA
2021-05-23,1832,1832,NA,NA,NA,public,England,NA
2021-05-24,2601,2601,NA,NA,NA,public,England,NA
2021-05-25,2667,2667,NA,NA,NA,public,England,NA
2021-05-26,3038,3038,NA,NA,NA,public,England,NA
2021-05-27,2925,2925,NA,NA,NA,public,England,NA
2021-05-28,2795,2795,NA,NA,NA,public,England,NA
2021-05-29,2377,2377,NA,NA,NA,public,England,NA
2021-05-30,2513,2513,NA,NA,NA,public,England,NA
2021-05-31,3039,3039,NA,NA,NA,public,England,NA
